shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Export,13.8047544,100.574856,757,7570
Export,13.7992408,100.5745995,758,7580
Export,13.79933,100.574605,759,7590
Export,13.79942,100.574611,760,7600
Export,13.79951,100.574616,761,7610
Export,13.799599,100.574622,762,7620
Export,13.799689,100.574627,763,7630
Export,13.799779,100.574633,764,7640
Export,13.799868,100.574638,765,7650
Export,13.799958,100.574644,766,7660
Export,13.800048,100.57465,767,7670
Export,13.800137,100.574655,768,7680
Export,13.800227,100.574661,769,7690
Export,13.800317,100.574666,770,7700
Export,13.800407,100.574672,771,7710
Export,13.800496,100.574677,772,7720
Export,13.800586,100.574683,773,7730
Export,13.800676,100.574689,774,7740
Export,13.800765,100.574694,775,7750
Export,13.800855,100.5747,776,7760
Export,13.800945,100.574705,777,7770
Export,13.801034,100.574711,778,7780
Export,13.801124,100.574716,779,7790
Export,13.801214,100.574722,780,7800
Export,13.801303,100.574727,781,7810
Export,13.801393,100.574733,782,7820
Export,13.801483,100.574739,783,7830
Export,13.801572,100.574744,784,7840
Export,13.801662,100.57475,785,7850
Export,13.801752,100.574755,786,7860
Export,13.801841,100.574761,787,7870
Export,13.801931,100.574766,788,7880
Export,13.802021,100.574772,789,7890
Export,13.80211,100.574778,790,7900
Export,13.8022,100.574783,791,7910
Export,13.80229,100.574789,792,7920
Export,13.802379,100.574794,793,7930
Export,13.802469,100.5748,794,7940
Export,13.802559,100.574805,795,7950
Export,13.802648,100.574811,796,7960
Export,13.802738,100.574816,797,7970
Export,13.802828,100.574822,798,7980
Export,13.802917,100.574828,799,7990
Export,13.803007,100.574833,800,8000
Export,13.803097,100.574839,801,8010
Export,13.803186,100.574844,802,8020
Export,13.803276,100.57485,803,8030
Export,13.803366,100.574855,804,8040
Export,13.803455,100.574861,805,8050
Export,13.803545,100.574867,806,8060
Export,13.803635,100.574872,807,8070
Export,13.803724,100.574878,808,8080
Export,13.803814,100.574883,809,8090
Export,13.803904,100.574889,810,8100
Export,13.803993,100.574894,811,8110
Export,13.804083,100.5749,812,8120
Export,13.804173,100.574905,813,8130
Export,13.804262,100.574911,814,8140
Export,13.804352,100.574917,815,8150
Export,13.8044295,100.5749214,816,8160
Export,13.798178,100.5745673,817,8170
Export,13.798268,100.57457,818,8180
Export,13.798358,100.574573,819,8190
Export,13.798447,100.574575,820,8200
Export,13.798537,100.574578,821,8210
Export,13.798627,100.574581,822,8220
Export,13.798717,100.574584,823,8230
Export,13.798807,100.574586,824,8240
Export,13.798896,100.574589,825,8250
Export,13.798986,100.574592,826,8260
Export,13.799076,100.574595,827,8270
Export,13.799166,100.574597,828,8280
Export,13.7992408,100.5745995,829,8290
Export,13.7965214,100.5745029,830,8300
Export,13.796611,100.574506,831,8310
Export,13.796701,100.57451,832,8320
Export,13.796791,100.574513,833,8330
Export,13.79688,100.574517,834,8340
Export,13.79697,100.57452,835,8350
Export,13.79706,100.574524,836,8360
Export,13.79715,100.574527,837,8370
Export,13.79724,100.574531,838,8380
Export,13.797329,100.574534,839,8390
Export,13.797419,100.574538,840,8400
Export,13.797509,100.574541,841,8410
Export,13.797599,100.574545,842,8420
Export,13.797688,100.574548,843,8430
Export,13.797778,100.574552,844,8440
Export,13.797868,100.574555,845,8450
Export,13.797958,100.574559,846,8460
Export,13.798047,100.574562,847,8470
Export,13.798137,100.574566,848,8480
Export,13.798178,100.5745673,849,8490
Export,13.7959796,100.5744708,850,8500
Export,13.796069,100.574476,851,8510
Export,13.796159,100.574481,852,8520
Export,13.796249,100.574487,853,8530
Export,13.796338,100.574492,854,8540
Export,13.796428,100.574497,855,8550
Export,13.796518,100.574503,856,8560
Export,13.7965214,100.5745029,857,8570
Export,13.7948334,100.5744171,858,8580
Export,13.794923,100.574421,859,8590
Export,13.795013,100.574426,860,8600
Export,13.795103,100.57443,861,8610
Export,13.795192,100.574434,862,8620
Export,13.795282,100.574438,863,8630
Export,13.795372,100.574442,864,8640
Export,13.795462,100.574447,865,8650
Export,13.795551,100.574451,866,8660
Export,13.795641,100.574455,867,8670
Export,13.795731,100.574459,868,8680
Export,13.795821,100.574463,869,8690
Export,13.79591,100.574468,870,8700
Export,13.7959796,100.5744708,871,8710
Export,13.793333,100.574342,872,8720
Export,13.793423,100.574346,873,8730
Export,13.793512,100.574351,874,8740
Export,13.793602,100.574355,875,8750
Export,13.793692,100.57436,876,8760
Export,13.793782,100.574364,877,8770
Export,13.793871,100.574369,878,8780
Export,13.793961,100.574373,879,8790
Export,13.794051,100.574378,880,8800
Export,13.794141,100.574382,881,8810
Export,13.79423,100.574387,882,8820
Export,13.79432,100.574391,883,8830
Export,13.79441,100.574396,884,8840
Export,13.794499,100.5744,885,8850
Export,13.794589,100.574405,886,8860
Export,13.794679,100.574409,887,8870
Export,13.794769,100.574414,888,8880
Export,13.7948334,100.5744171,889,8890
Export,13.7898633,100.5741489,890,8900
Export,13.789953,100.574154,891,8910
Export,13.790043,100.574159,892,8920
Export,13.790132,100.574164,893,8930
Export,13.790222,100.574169,894,8940
Export,13.790312,100.574174,895,8950
Export,13.790402,100.574179,896,8960
Export,13.790491,100.574184,897,8970
Export,13.790581,100.574189,898,8980
Export,13.790671,100.574194,899,8990
Export,13.79076,100.574199,900,9000
Export,13.79085,100.574204,901,9010
Export,13.79094,100.574209,902,9020
Export,13.791029,100.574214,903,9030
Export,13.791119,100.574219,904,9040
Export,13.791209,100.574224,905,9050
Export,13.791299,100.574229,906,9060
Export,13.791388,100.574234,907,9070
Export,13.791478,100.574239,908,9080
Export,13.791568,100.574244,909,9090
Export,13.791657,100.574249,910,9100
Export,13.791747,100.574254,911,9110
Export,13.791837,100.574259,912,9120
Export,13.791926,100.574264,913,9130
Export,13.792016,100.574269,914,9140
Export,13.792106,100.574274,915,9150
Export,13.792196,100.574279,916,9160
Export,13.792285,100.574284,917,9170
Export,13.792375,100.574289,918,9180
Export,13.792465,100.574294,919,9190
Export,13.792554,100.574299,920,9200
Export,13.792644,100.574304,921,9210
Export,13.792734,100.574309,922,9220
Export,13.792823,100.574314,923,9230
Export,13.792913,100.574319,924,9240
Export,13.793003,100.574324,925,9250
Export,13.793093,100.574329,926,9260
Export,13.793182,100.574334,927,9270
Export,13.793272,100.574339,928,9280
Export,13.793333,100.574342,929,9290
Export,13.7875189,100.5740631,930,9300
Export,13.787609,100.574066,931,9310
Export,13.787698,100.57407,932,9320
Export,13.787788,100.574073,933,9330
Export,13.787878,100.574076,934,9340
Export,13.787968,100.57408,935,9350
Export,13.788058,100.574083,936,9360
Export,13.788147,100.574086,937,9370
Export,13.788237,100.574089,938,9380
Export,13.788327,100.574093,939,9390
Export,13.788417,100.574096,940,9400
Export,13.788506,100.574099,941,9410
Export,13.788596,100.574103,942,9420
Export,13.788686,100.574106,943,9430
Export,13.788776,100.574109,944,9440
Export,13.788866,100.574112,945,9450
Export,13.788955,100.574116,946,9460
Export,13.789045,100.574119,947,9470
Export,13.789135,100.574122,948,9480
Export,13.789225,100.574126,949,9490
Export,13.789314,100.574129,950,9500
Export,13.789404,100.574132,951,9510
Export,13.789494,100.574135,952,9520
Export,13.789584,100.574139,953,9530
Export,13.789674,100.574142,954,9540
Export,13.789763,100.574145,955,9550
Export,13.789853,100.574149,956,9560
Export,13.7898633,100.5741489,957,9570
Export,13.7859039,100.5739772,958,9580
Export,13.785994,100.573982,959,9590
Export,13.786083,100.573987,960,9600
Export,13.786173,100.573992,961,9610
Export,13.786263,100.573996,962,9620
Export,13.786352,100.574001,963,9630
Export,13.786442,100.574006,964,9640
Export,13.786532,100.574011,965,9650
Export,13.786622,100.574015,966,9660
Export,13.786711,100.57402,967,9670
Export,13.786801,100.574025,968,9680
Export,13.786891,100.57403,969,9690
Export,13.78698,100.574034,970,9700
Export,13.78707,100.574039,971,9710
Export,13.78716,100.574044,972,9720
Export,13.78725,100.574049,973,9730
Export,13.787339,100.574054,974,9740
Export,13.787429,100.574058,975,9750
Export,13.7875189,100.5740631,976,9760
Export,13.7845597,100.5739343,977,9770
Export,13.784649,100.573937,978,9780
Export,13.784739,100.57394,979,9790
Export,13.784829,100.573943,980,9800
Export,13.784919,100.573946,981,9810
Export,13.785009,100.573949,982,9820
Export,13.785098,100.573951,983,9830
Export,13.785188,100.573954,984,9840
Export,13.785278,100.573957,985,9850
Export,13.785368,100.57396,986,9860
Export,13.785458,100.573963,987,9870
Export,13.785547,100.573966,988,9880
Export,13.785637,100.573969,989,9890
Export,13.785727,100.573972,990,9900
Export,13.785817,100.573974,991,9910
Export,13.7859039,100.5739772,992,9920
Export,13.7826529,100.5738485,993,9930
Export,13.782743,100.573853,994,9940
Export,13.782832,100.573857,995,9950
Export,13.782922,100.573861,996,9960
Export,13.783012,100.573865,997,9970
Export,13.783102,100.573869,998,9980
Export,13.783191,100.573873,999,9990
Export,13.783281,100.573877,1000,10000
Export,13.783371,100.573881,1001,10010
Export,13.783461,100.573885,1002,10020
Export,13.78355,100.573889,1003,10030
Export,13.78364,100.573893,1004,10040
Export,13.78373,100.573897,1005,10050
Export,13.78382,100.573901,1006,10060
Export,13.783909,100.573905,1007,10070
Export,13.783999,100.573909,1008,10080
Export,13.784089,100.573913,1009,10090
Export,13.784179,100.573917,1010,10100
Export,13.784268,100.573921,1011,10110
Export,13.784358,100.573925,1012,10120
Export,13.784448,100.573929,1013,10130
Export,13.784538,100.573933,1014,10140
Export,13.7845597,100.5739343,1015,10150
Export,13.781861,100.5738378,1016,10160
Export,13.781951,100.573839,1017,10170
Export,13.782041,100.57384,1018,10180
Export,13.78213,100.573841,1019,10190
Export,13.78222,100.573843,1020,10200
Export,13.78231,100.573844,1021,10210
Export,13.7824,100.573845,1022,10220
Export,13.78249,100.573846,1023,10230
Export,13.78258,100.573848,1024,10240
Export,13.7826529,100.5738485,1025,10250
Export,13.7803188,100.5737305,1026,10260
Export,13.780408,100.573737,1027,10270
Export,13.780498,100.573743,1028,10280
Export,13.780588,100.573749,1029,10290
Export,13.780677,100.573755,1030,10300
Export,13.780767,100.573762,1031,10310
Export,13.780857,100.573768,1032,10320
Export,13.780946,100.573774,1033,10330
Export,13.781036,100.57378,1034,10340
Export,13.781125,100.573787,1035,10350
Export,13.781215,100.573793,1036,10360
Export,13.781305,100.573799,1037,10370
Export,13.781394,100.573805,1038,10380
Export,13.781484,100.573812,1039,10390
Export,13.781574,100.573818,1040,10400
Export,13.781663,100.573824,1041,10410
Export,13.781753,100.57383,1042,10420
Export,13.781842,100.573837,1043,10430
Export,13.781861,100.5738378,1044,10440
Export,13.778563,100.573645,1045,10450
Export,13.778653,100.573649,1046,10460
Export,13.778742,100.573654,1047,10470
Export,13.778832,100.573658,1048,10480
Export,13.778922,100.573662,1049,10490
Export,13.779012,100.573667,1050,10500
Export,13.779101,100.573671,1051,10510
Export,13.779191,100.573676,1052,10520
Export,13.779281,100.57368,1053,10530
Export,13.779371,100.573684,1054,10540
Export,13.77946,100.573689,1055,10550
Export,13.77955,100.573693,1056,10560
Export,13.77964,100.573697,1057,10570
Export,13.77973,100.573702,1058,10580
Export,13.779819,100.573706,1059,10590
Export,13.779909,100.573711,1060,10600
Export,13.779999,100.573715,1061,10610
Export,13.780088,100.573719,1062,10620
Export,13.780178,100.573724,1063,10630
Export,13.780268,100.573728,1064,10640
Export,13.7803188,100.5737305,1065,10650
Export,13.7770156,100.5735695,1066,10660
Export,13.777105,100.573574,1067,10670
Export,13.777195,100.573578,1068,10680
Export,13.777285,100.573583,1069,10690
Export,13.777375,100.573587,1070,10700
Export,13.777464,100.573591,1071,10710
Export,13.777554,100.573596,1072,10720
Export,13.777644,100.5736,1073,10730
Export,13.777733,100.573605,1074,10740
Export,13.777823,100.573609,1075,10750
Export,13.777913,100.573613,1076,10760
Export,13.778003,100.573618,1077,10770
Export,13.778092,100.573622,1078,10780
Export,13.778182,100.573626,1079,10790
Export,13.778272,100.573631,1080,10800
Export,13.778362,100.573635,1081,10810
Export,13.778451,100.57364,1082,10820
Export,13.778541,100.573644,1083,10830
Export,13.778563,100.573645,1084,10840
Export,13.7747128,100.5734944,1085,10850
Export,13.774803,100.573497,1086,10860
Export,13.774892,100.5735,1087,10870
Export,13.774982,100.573503,1088,10880
Export,13.775072,100.573506,1089,10890
Export,13.775162,100.573509,1090,10900
Export,13.775252,100.573512,1091,10910
Export,13.775341,100.573515,1092,10920
Export,13.775431,100.573518,1093,10930
Export,13.775521,100.573521,1094,10940
Export,13.775611,100.573524,1095,10950
Export,13.7757,100.573527,1096,10960
Export,13.77579,100.57353,1097,10970
Export,13.77588,100.573532,1098,10980
Export,13.77597,100.573535,1099,10990
Export,13.77606,100.573538,1100,11000
Export,13.776149,100.573541,1101,11010
Export,13.776239,100.573544,1102,11020
Export,13.776329,100.573547,1103,11030
Export,13.776419,100.57355,1104,11040
Export,13.776509,100.573553,1105,11050
Export,13.776598,100.573556,1106,11060
Export,13.776688,100.573559,1107,11070
Export,13.776778,100.573562,1108,11080
Export,13.776868,100.573565,1109,11090
Export,13.776957,100.573568,1110,11100
Export,13.7770156,100.5735695,1111,11110
Export,13.7732748,100.5734086,1112,11120
Export,13.773364,100.573414,1113,11130
Export,13.773454,100.573419,1114,11140
Export,13.773544,100.573425,1115,11150
Export,13.773634,100.57343,1116,11160
Export,13.773723,100.573435,1117,11170
Export,13.773813,100.573441,1118,11180
Export,13.773903,100.573446,1119,11190
Export,13.773992,100.573451,1120,11200
Export,13.774082,100.573457,1121,11210
Export,13.774172,100.573462,1122,11220
Export,13.774261,100.573467,1123,11230
Export,13.774351,100.573473,1124,11240
Export,13.774441,100.573478,1125,11250
Export,13.77453,100.573484,1126,11260
Export,13.77462,100.573489,1127,11270
Export,13.77471,100.573494,1128,11280
Export,13.7747128,100.5734944,1129,11290
Export,13.7716179,100.5733442,1130,11300
Export,13.771708,100.573348,1131,11310
Export,13.771797,100.573351,1132,11320
Export,13.771887,100.573355,1133,11330
Export,13.771977,100.573358,1134,11340
Export,13.772067,100.573362,1135,11350
Export,13.772157,100.573365,1136,11360
Export,13.772246,100.573369,1137,11370
Export,13.772336,100.573372,1138,11380
Export,13.772426,100.573376,1139,11390
Export,13.772516,100.573379,1140,11400
Export,13.772605,100.573383,1141,11410
Export,13.772695,100.573386,1142,11420
Export,13.772785,100.57339,1143,11430
Export,13.772875,100.573393,1144,11440
Export,13.772964,100.573397,1145,11450
Export,13.773054,100.5734,1146,11460
Export,13.773144,100.573404,1147,11470
Export,13.773234,100.573407,1148,11480
Export,13.7732748,100.5734086,1149,11490
Export,13.7709321,100.5732681,1150,11500
Export,13.771021,100.573278,1151,11510
Export,13.771111,100.573288,1152,11520
Export,13.7712,100.573298,1153,11530
Export,13.771289,100.573308,1154,11540
Export,13.771379,100.573318,1155,11550
Export,13.771468,100.573328,1156,11560
Export,13.771557,100.573337,1157,11570
Export,13.7716179,100.5733442,1158,11580
Export,13.7702945,100.5730975,1159,11590
Export,13.770381,100.573121,1160,11600
Export,13.770468,100.573144,1161,11610
Export,13.770555,100.573167,1162,11620
Export,13.770642,100.573191,1163,11630
Export,13.770729,100.573214,1164,11640
Export,13.770816,100.573237,1165,11650
Export,13.770903,100.57326,1166,11660
Export,13.7709321,100.5732681,1167,11670
Export,13.7695357,100.5727961,1168,11680
Export,13.76962,100.572829,1169,11690
Export,13.769703,100.572863,1170,11700
Export,13.769787,100.572896,1171,11710
Export,13.769871,100.572929,1172,11720
Export,13.769955,100.572963,1173,11730
Export,13.770039,100.572996,1174,11740
Export,13.770122,100.573029,1175,11750
Export,13.770206,100.573062,1176,11760
Export,13.77029,100.573096,1177,11770
Export,13.7702945,100.5730975,1178,11780
Export,13.7688982,100.5724108,1179,11790
Export,13.768976,100.572458,1180,11800
Export,13.769053,100.572504,1181,11810
Export,13.769131,100.572551,1182,11820
Export,13.769208,100.572598,1183,11830
Export,13.769286,100.572645,1184,11840
Export,13.769363,100.572692,1185,11850
Export,13.76944,100.572739,1186,11860
Export,13.769518,100.572785,1187,11870
Export,13.7695357,100.5727961,1188,11880
Export,13.7678144,100.5715525,1189,11890
Export,13.767886,100.571609,1190,11900
Export,13.767957,100.571665,1191,11910
Export,13.768028,100.571722,1192,11920
Export,13.768099,100.571778,1193,11930
Export,13.76817,100.571834,1194,11940
Export,13.768242,100.571891,1195,11950
Export,13.768313,100.571947,1196,11960
Export,13.768384,100.572004,1197,11970
Export,13.768455,100.57206,1198,11980
Export,13.768526,100.572116,1199,11990
Export,13.768598,100.572173,1200,12000
Export,13.768669,100.572229,1201,12010
Export,13.76874,100.572286,1202,12020
Export,13.768811,100.572342,1203,12030
Export,13.768882,100.572398,1204,12040
Export,13.7688982,100.5724108,1205,12050
Export,13.7652405,100.5695355,1206,12060
Export,13.765312,100.569592,1207,12070
Export,13.765383,100.569648,1208,12080
Export,13.765455,100.569704,1209,12090
Export,13.765526,100.56976,1210,12100
Export,13.765598,100.569816,1211,12110
Export,13.765669,100.569872,1212,12120
Export,13.765741,100.569928,1213,12130
Export,13.765812,100.569984,1214,12140
Export,13.765884,100.57004,1215,12150
Export,13.765955,100.570096,1216,12160
Export,13.766027,100.570152,1217,12170
Export,13.766098,100.570208,1218,12180
Export,13.76617,100.570264,1219,12190
Export,13.766241,100.57032,1220,12200
Export,13.766313,100.570376,1221,12210
Export,13.766384,100.570432,1222,12220
Export,13.766456,100.570488,1223,12230
Export,13.766527,100.570544,1224,12240
Export,13.766599,100.5706,1225,12250
Export,13.76667,100.570656,1226,12260
Export,13.766742,100.570712,1227,12270
Export,13.766813,100.570768,1228,12280
Export,13.766885,100.570824,1229,12290
Export,13.766956,100.57088,1230,12300
Export,13.767028,100.570936,1231,12310
Export,13.767099,100.570992,1232,12320
Export,13.767171,100.571048,1233,12330
Export,13.767242,100.571104,1234,12340
Export,13.767313,100.57116,1235,12350
Export,13.767385,100.571216,1236,12360
Export,13.767456,100.571272,1237,12370
Export,13.767528,100.571328,1238,12380
Export,13.767599,100.571384,1239,12390
Export,13.767671,100.57144,1240,12400
Export,13.767742,100.571496,1241,12410
Export,13.7678144,100.5715525,1242,12420
Export,13.7633231,100.568012,1243,12430
Export,13.763394,100.568069,1244,12440
Export,13.763465,100.568125,1245,12450
Export,13.763536,100.568182,1246,12460
Export,13.763608,100.568238,1247,12470
Export,13.763679,100.568295,1248,12480
Export,13.76375,100.568351,1249,12490
Export,13.763821,100.568408,1250,12500
Export,13.763892,100.568464,1251,12510
Export,13.763963,100.568521,1252,12520
Export,13.764034,100.568577,1253,12530
Export,13.764105,100.568634,1254,12540
Export,13.764176,100.56869,1255,12550
Export,13.764248,100.568747,1256,12560
Export,13.764319,100.568803,1257,12570
Export,13.76439,100.56886,1258,12580
Export,13.764461,100.568916,1259,12590
Export,13.764532,100.568973,1260,12600
Export,13.764603,100.569029,1261,12610
Export,13.764674,100.569086,1262,12620
Export,13.764745,100.569142,1263,12630
Export,13.764817,100.569199,1264,12640
Export,13.764888,100.569255,1265,12650
Export,13.764959,100.569312,1266,12660
Export,13.76503,100.569368,1267,12670
Export,13.765101,100.569425,1268,12680
Export,13.765172,100.569481,1269,12690
Export,13.7652405,100.5695355,1270,12700
Export,13.7621579,100.5671098,1271,12710
Export,13.76223,100.567165,1272,12720
Export,13.762301,100.567221,1273,12730
Export,13.762373,100.567277,1274,12740
Export,13.762445,100.567332,1275,12750
Export,13.762517,100.567388,1276,12760
Export,13.762589,100.567443,1277,12770
Export,13.76266,100.567499,1278,12780
Export,13.762732,100.567555,1279,12790
Export,13.762804,100.56761,1280,12800
Export,13.762876,100.567666,1281,12810
Export,13.762948,100.567721,1282,12820
Export,13.763019,100.567777,1283,12830
Export,13.763091,100.567832,1284,12840
Export,13.763163,100.567888,1285,12850
Export,13.763235,100.567944,1286,12860
Export,13.763307,100.567999,1287,12870
Export,13.7633231,100.568012,1288,12880
Export,13.7614057,100.5665958,1289,12890
Export,13.761481,100.566647,1290,12900
Export,13.761555,100.566698,1291,12910
Export,13.76163,100.566749,1292,12920
Export,13.761705,100.5668,1293,12930
Export,13.76178,100.566852,1294,12940
Export,13.761855,100.566903,1295,12950
Export,13.76193,100.566954,1296,12960
Export,13.762004,100.567005,1297,12970
Export,13.762079,100.567056,1298,12980
Export,13.762154,100.567107,1299,12990
Export,13.7621579,100.5671098,1300,13000
Export,13.7605929,100.5661774,1301,13010
Export,13.760673,100.566219,1302,13020
Export,13.760754,100.56626,1303,13030
Export,13.760834,100.566301,1304,13040
Export,13.760914,100.566343,1305,13050
Export,13.760995,100.566384,1306,13060
Export,13.761075,100.566426,1307,13070
Export,13.761155,100.566467,1308,13080
Export,13.761236,100.566508,1309,13090
Export,13.761316,100.56655,1310,13100
Export,13.761396,100.566591,1311,13110
Export,13.7614057,100.5665958,1312,13120
Export,13.7600737,100.5659403,1313,13130
Export,13.760156,100.565978,1314,13140
Export,13.760238,100.566015,1315,13150
Export,13.76032,100.566053,1316,13160
Export,13.760402,100.56609,1317,13170
Export,13.760484,100.566128,1318,13180
Export,13.760566,100.566165,1319,13190
Export,13.7605929,100.5661774,1320,13200
Export,13.7594276,100.5657365,1321,13210
Export,13.759513,100.565764,1322,13220
Export,13.759599,100.565791,1323,13230
Export,13.759685,100.565818,1324,13240
Export,13.759771,100.565845,1325,13250
Export,13.759857,100.565872,1326,13260
Export,13.759943,100.565899,1327,13270
Export,13.760029,100.565926,1328,13280
Export,13.7600737,100.5659403,1329,13290
Export,13.7589047,100.5656195,1330,13300
Export,13.758992,100.565639,1331,13310
Export,13.75908,100.565659,1332,13320
Export,13.759168,100.565678,1333,13330
Export,13.759256,100.565698,1334,13340
Export,13.759344,100.565718,1335,13350
Export,13.7594276,100.5657365,1336,13360
Export,13.7578626,100.5654156,1337,13370
Export,13.757951,100.565433,1338,13380
Export,13.758039,100.56545,1339,13390
Export,13.758127,100.565467,1340,13400
Export,13.758216,100.565485,1341,13410
Export,13.758304,100.565502,1342,13420
Export,13.758392,100.565519,1343,13430
Export,13.75848,100.565536,1344,13440
Export,13.758569,100.565554,1345,13450
Export,13.758657,100.565571,1346,13460
Export,13.758745,100.565588,1347,13470
Export,13.758833,100.565606,1348,13480
Export,13.7589047,100.5656195,1349,13490
Export,13.7560616,100.5650391,1350,13500
Export,13.75615,100.565058,1351,13510
Export,13.756238,100.565076,1352,13520
Export,13.756326,100.565094,1353,13530
Export,13.756414,100.565113,1354,13540
Export,13.756502,100.565131,1355,13550
Export,13.75659,100.56515,1356,13560
Export,13.756678,100.565168,1357,13570
Export,13.756766,100.565186,1358,13580
Export,13.756854,100.565205,1359,13590
Export,13.756942,100.565223,1360,13600
Export,13.75703,100.565242,1361,13610
Export,13.757118,100.56526,1362,13620
Export,13.757206,100.565278,1363,13630
Export,13.757294,100.565297,1364,13640
Export,13.757382,100.565315,1365,13650
Export,13.75747,100.565334,1366,13660
Export,13.757558,100.565352,1367,13670
Export,13.757646,100.56537,1368,13680
Export,13.757734,100.565389,1369,13690
Export,13.757822,100.565407,1370,13700
Export,13.7578626,100.5654156,1371,13710
Export,13.7559783,100.5649104,1372,13720
Export,13.756028,100.564987,1373,13730
Export,13.7560616,100.5650391,1374,13740
Export,13.7556325,100.564847,1375,13750
Export,13.755721,100.564863,1376,13760
Export,13.755809,100.564879,1377,13770
Export,13.755898,100.564896,1378,13780
Export,13.7559783,100.5649104,1379,13790
Export,13.7486085,100.5632806,1380,13800
Export,13.748696,100.5633,1381,13810
Export,13.748784,100.56332,1382,13820
Export,13.748872,100.563339,1383,13830
Export,13.74896,100.563359,1384,13840
Export,13.749047,100.563378,1385,13850
Export,13.749135,100.563398,1386,13860
Export,13.749223,100.563418,1387,13870
Export,13.749311,100.563437,1388,13880
Export,13.749399,100.563457,1389,13890
Export,13.749486,100.563476,1390,13900
Export,13.749574,100.563496,1391,13910
Export,13.749662,100.563516,1392,13920
Export,13.74975,100.563535,1393,13930
Export,13.749838,100.563555,1394,13940
Export,13.749925,100.563574,1395,13950
Export,13.750013,100.563594,1396,13960
Export,13.750101,100.563613,1397,13970
Export,13.750189,100.563633,1398,13980
Export,13.750277,100.563653,1399,13990
Export,13.750364,100.563672,1400,14000
Export,13.750452,100.563692,1401,14010
Export,13.75054,100.563711,1402,14020
Export,13.750628,100.563731,1403,14030
Export,13.750716,100.56375,1404,14040
Export,13.750803,100.56377,1405,14050
Export,13.750891,100.56379,1406,14060
Export,13.750979,100.563809,1407,14070
Export,13.751067,100.563829,1408,14080
Export,13.751155,100.563848,1409,14090
Export,13.751242,100.563868,1410,14100
Export,13.75133,100.563888,1411,14110
Export,13.751418,100.563907,1412,14120
Export,13.751506,100.563927,1413,14130
Export,13.751594,100.563946,1414,14140
Export,13.751681,100.563966,1415,14150
Export,13.751769,100.563985,1416,14160
Export,13.751857,100.564005,1417,14170
Export,13.751945,100.564025,1418,14180
Export,13.752033,100.564044,1419,14190
Export,13.75212,100.564064,1420,14200
Export,13.752208,100.564083,1421,14210
Export,13.752296,100.564103,1422,14220
Export,13.752384,100.564123,1423,14230
Export,13.752472,100.564142,1424,14240
Export,13.752559,100.564162,1425,14250
Export,13.752647,100.564181,1426,14260
Export,13.752735,100.564201,1427,14270
Export,13.752823,100.56422,1428,14280
Export,13.75291,100.56424,1429,14290
Export,13.752998,100.56426,1430,14300
Export,13.753086,100.564279,1431,14310
Export,13.753174,100.564299,1432,14320
Export,13.753262,100.564318,1433,14330
Export,13.753349,100.564338,1434,14340
Export,13.753437,100.564357,1435,14350
Export,13.753525,100.564377,1436,14360
Export,13.753613,100.564397,1437,14370
Export,13.753701,100.564416,1438,14380
Export,13.753788,100.564436,1439,14390
Export,13.753876,100.564455,1440,14400
Export,13.753964,100.564475,1441,14410
Export,13.754052,100.564495,1442,14420
Export,13.75414,100.564514,1443,14430
Export,13.754227,100.564534,1444,14440
Export,13.754315,100.564553,1445,14450
Export,13.754403,100.564573,1446,14460
Export,13.754491,100.564592,1447,14470
Export,13.754579,100.564612,1448,14480
Export,13.754666,100.564632,1449,14490
Export,13.754754,100.564651,1450,14500
Export,13.754842,100.564671,1451,14510
Export,13.75493,100.56469,1452,14520
Export,13.755018,100.56471,1453,14530
Export,13.755105,100.564729,1454,14540
Export,13.755193,100.564749,1455,14550
Export,13.755281,100.564769,1456,14560
Export,13.755369,100.564788,1457,14570
Export,13.755457,100.564808,1458,14580
Export,13.755544,100.564827,1459,14590
Export,13.7556325,100.564847,1460,14600
Export,13.7442002,100.5622828,1461,14610
Export,13.744288,100.562303,1462,14620
Export,13.744376,100.562323,1463,14630
Export,13.744463,100.562342,1464,14640
Export,13.744551,100.562362,1465,14650
Export,13.744639,100.562382,1466,14660
Export,13.744727,100.562402,1467,14670
Export,13.744814,100.562422,1468,14680
Export,13.744902,100.562442,1469,14690
Export,13.74499,100.562462,1470,14700
Export,13.745078,100.562481,1471,14710
Export,13.745165,100.562501,1472,14720
Export,13.745253,100.562521,1473,14730
Export,13.745341,100.562541,1474,14740
Export,13.745429,100.562561,1475,14750
Export,13.745516,100.562581,1476,14760
Export,13.745604,100.562601,1477,14770
Export,13.745692,100.56262,1478,14780
Export,13.745779,100.56264,1479,14790
Export,13.745867,100.56266,1480,14800
Export,13.745955,100.56268,1481,14810
Export,13.746043,100.5627,1482,14820
Export,13.74613,100.56272,1483,14830
Export,13.746218,100.56274,1484,14840
Export,13.746306,100.562759,1485,14850
Export,13.746394,100.562779,1486,14860
Export,13.746481,100.562799,1487,14870
Export,13.746569,100.562819,1488,14880
Export,13.746657,100.562839,1489,14890
Export,13.746745,100.562859,1490,14900
Export,13.746832,100.562879,1491,14910
Export,13.74692,100.562898,1492,14920
Export,13.747008,100.562918,1493,14930
Export,13.747096,100.562938,1494,14940
Export,13.747183,100.562958,1495,14950
Export,13.747271,100.562978,1496,14960
