route_name,route_id,trip_id,start_point,start_time,end_point,end_time,length,runtime,direction
blue,00013,20921,TAO,10:21:39,HUA,10:55:15,21082,,0
blue,00013,30921,TAO,10:28:54,HUA,11:02:30,21082,,0
blue,00013,40921,TAO,10:36:09,HUA,11:09:45,21082,,0
blue,00013,50921,TAO,10:43:24,HUA,11:17:00,21082,,0
blue,00013,61121,TAO,10:50:39,HUA,11:24:15,21082,,0
blue,00013,71021,TAO,10:57:54,HUA,11:31:30,21082,,0
blue,00013,81021,TAO,11:05:09,HUA,11:38:45,21082,,0
blue,00013,91021,TAO,11:12:24,HUA,11:46:00,21082,,0
blue,00013,101021,TAO,11:19:39,HUA,11:53:15,21082,,0
blue,00013,11121,TAO,11:26:54,HUA,12:00:30,21082,,0
blue,00013,21121,TAO,11:34:09,HUA,12:07:45,21082,,0
blue,00013,31121,TAO,11:41:24,HUA,12:15:00,21082,,0
blue,00013,41121,TAO,11:48:39,HUA,12:22:15,21082,,0
blue,00013,51121,TAO,11:55:54,HUA,12:29:30,21082,,0
blue,00013,61321,TAO,12:03:09,HUA,12:36:45,21082,,0
blue,00013,71221,TAO,12:10:24,HUA,12:44:00,21082,,0
blue,00013,81221,TAO,12:17:39,HUA,12:51:15,21082,,0
blue,00013,91221,TAO,12:24:54,HUA,12:58:30,21082,,0
blue,00013,101221,TAO,12:32:09,HUA,13:05:45,21082,,0
blue,00013,11321,TAO,12:39:24,HUA,13:13:00,21082,,0
blue,00013,21321,TAO,12:46:39,HUA,13:20:15,21082,,0
blue,00013,31321,TAO,12:53:54,HUA,13:27:30,21082,,0
blue,00013,41321,TAO,13:01:09,HUA,13:34:45,21082,,0
blue,00013,51321,TAO,13:08:24,HUA,13:42:00,21082,,0
blue,00013,61521,TAO,13:15:39,HUA,13:49:15,21082,,0
blue,00013,71421,TAO,13:22:54,HUA,13:56:30,21082,,0
blue,00013,81421,TAO,13:30:09,HUA,14:03:45,21082,,0
blue,00013,91421,TAO,13:37:24,HUA,14:11:00,21082,,0
blue,00013,101421,TAO,13:44:39,HUA,14:18:15,21082,,0
blue,00013,11521,TAO,13:51:54,HUA,14:25:30,21082,,0
blue,00013,21521,TAO,13:59:09,HUA,14:32:45,21082,,0
blue,00013,31521,TAO,14:06:24,HUA,14:40:00,21082,,0
blue,00013,41521,TAO,14:13:39,HUA,14:47:15,21082,,0
blue,00013,51521,TAO,14:20:54,HUA,14:54:30,21082,,0
blue,00013,61721,TAO,14:28:09,HUA,15:01:45,21082,,0
blue,00013,71621,TAO,14:35:24,HUA,15:09:00,21082,,0
blue,00013,81621,TAO,14:42:39,HUA,15:16:15,21082,,0
blue,00013,91621,TAO,14:49:54,HUA,15:23:30,21082,,0
blue,00013,101621,TAO,14:57:09,HUA,15:30:45,21082,,0
blue,00013,11721,TAO,15:04:24,HUA,15:38:00,21082,,0
blue,00013,21721,TAO,15:11:39,HUA,15:45:15,21082,,0
blue,00013,31721,TAO,15:18:54,HUA,15:52:30,21082,,0
blue,00013,41721,TAO,15:26:09,HUA,15:59:45,21082,,0
blue,00013,51721,TAO,15:33:24,HUA,16:07:00,21082,,0
blue,00013,61921,TAO,15:40:39,HUA,16:14:15,21082,,0
blue,00013,71821,TAO,15:47:54,HUA,16:21:30,21082,,0
blue,00013,81821,TAO,15:55:09,HUA,16:28:45,21082,,0
blue,00013,91821,TAO,16:02:24,HUA,16:36:00,21082,,0
blue,00013,101821,TAO,16:09:39,HUA,16:43:15,21082,,0
blue,00013,11921,TAO,16:16:54,HUA,16:50:30,21082,,0
blue,00013,21921,TAO,16:24:09,HUA,16:57:45,21082,,0
blue,00013,31921,TAO,16:31:24,HUA,17:05:00,21082,,0
blue,00013,41921,TAO,16:38:39,HUA,17:12:15,21082,,0
blue,00013,51921,TAO,16:45:54,HUA,17:19:30,21082,,0
blue,00013,62121,TAO,16:53:09,HUA,17:26:45,21082,,0
blue,00013,72021,TAO,17:00:24,HUA,17:34:00,21082,,0
blue,00013,82021,TAO,17:07:39,HUA,17:41:15,21082,,0
blue,00013,92021,TAO,17:14:54,HUA,17:48:30,21082,,0
blue,00013,102021,TAO,17:22:09,HUA,17:55:45,21082,,0
blue,00013,12121,TAO,17:29:24,HUA,18:03:00,21082,,0
blue,00013,22121,TAO,17:36:39,HUA,18:10:15,21082,,0
blue,00013,32121,TAO,17:43:54,HUA,18:17:30,21082,,0
blue,00013,42121,TAO,17:51:09,HUA,18:24:45,21082,,0
blue,00013,52121,TAO,17:58:24,HUA,18:32:00,21082,,0
blue,00013,62321,TAO,18:05:39,HUA,18:39:15,21082,,0
blue,00013,72221,TAO,18:12:54,HUA,18:46:30,21082,,0
blue,00013,82221,TAO,18:20:09,HUA,18:53:45,21082,,0
blue,00013,92221,TAO,18:27:24,HUA,19:01:00,21082,,0
blue,00013,102221,TAO,18:34:39,HUA,19:08:15,21082,,0
blue,00013,12321,TAO,18:41:54,HUA,19:15:30,21082,,0
blue,00013,22321,TAO,18:49:09,HUA,19:22:45,21082,,0
blue,00013,32321,TAO,18:56:24,HUA,19:30:00,21082,,0
blue,00013,42321,TAO,19:03:39,HUA,19:37:15,21082,,0
blue,00013,52321,TAO,19:10:54,HUA,19:44:30,21082,,0
blue,00013,62521,TAO,19:18:09,HUA,19:51:45,21082,,0
blue,00013,72421,TAO,19:25:24,HUA,19:59:00,21082,,0
blue,00013,82421,TAO,19:32:39,HUA,20:06:15,21082,,0
blue,00013,92421,TAO,19:39:54,HUA,20:13:30,21082,,0
blue,00013,102421,TAO,19:47:09,HUA,20:20:45,21082,,0
blue,00013,12521,TAO,19:54:24,HUA,20:28:00,21082,,0
blue,00013,22521,TAO,20:01:39,HUA,20:35:15,21082,,0
blue,00013,32521,TAO,20:08:54,HUA,20:42:30,21082,,0
blue,00013,42521,TAO,20:16:09,HUA,20:49:45,21082,,0
blue,00013,52521,TAO,20:23:24,HUA,20:57:00,21082,,0
blue,00013,62721,TAO,20:30:39,HUA,21:04:15,21082,,0
blue,00013,72621,TAO,20:37:54,HUA,21:11:30,21082,,0
blue,00013,82621,TAO,20:45:09,HUA,21:18:45,21082,,0
blue,00013,92621,TAO,20:52:24,HUA,21:26:00,21082,,0
blue,00013,102621,TAO,20:59:39,HUA,21:33:15,21082,,0
blue,00013,12721,TAO,21:06:54,HUA,21:40:30,21082,,0
blue,00013,22721,TAO,21:14:09,HUA,21:47:45,21082,,0
blue,00013,32721,TAO,21:21:24,HUA,21:55:00,21082,,0
blue,00013,42721,TAO,21:28:39,HUA,22:02:15,21082,,0
blue,00013,52721,TAO,21:35:54,HUA,22:09:30,21082,,0
blue,00013,62921,TAO,21:43:09,HUA,22:16:45,21082,,0
blue,00013,72821,TAO,21:50:24,HUA,22:24:00,21082,,0
blue,00013,82821,TAO,21:57:39,HUA,22:31:15,21082,,0
blue,00013,92821,TAO,22:04:54,HUA,22:38:30,21082,,0
blue,00013,102821,TAO,22:12:09,HUA,22:45:45,21082,,0
blue,00013,12921,TAO,22:19:24,HUA,22:53:00,21082,,0
blue,00013,22921,TAO,22:26:39,HUA,23:00:15,21082,,0
blue,00013,32921,TAO,22:33:54,HUA,23:07:30,21082,,0
blue,00013,42921,TAO,22:41:09,HUA,23:14:45,21082,,0
blue,00014,60246,CUL,05:38:52,TAO,05:58:31,10805,,1
blue,00014,70146,DEP,05:40:48,TAO,06:05:27,12379,,1
blue,00014,80146,DEP,05:48:14,TAO,06:12:53,12379,,1
blue,00014,90146,HUA,05:45:30,TAO,06:19:46,21028,,1
blue,00014,100146,HUA,05:52:45,TAO,06:27:01,21028,,1
blue,00014,10246,HUA,06:00:00,TAO,06:34:16,21028,,1
blue,00014,20246,HUA,06:07:15,TAO,06:41:31,21028,,1
blue,00014,30246,HUA,06:14:30,TAO,06:48:46,21028,,1
blue,00014,40246,HUA,06:21:45,TAO,06:56:01,21028,,1
blue,00014,50246,HUA,06:29:00,TAO,07:03:16,21028,,1
blue,00014,60446,HUA,06:36:15,TAO,07:10:31,21028,,1
blue,00014,70346,HUA,06:43:30,TAO,07:17:46,21028,,1
blue,00014,80346,HUA,06:50:45,TAO,07:25:01,21028,,1
blue,00014,90346,HUA,06:58:00,TAO,07:32:16,21028,,1
blue,00014,100346,HUA,07:05:15,TAO,07:39:31,21028,,1
blue,00014,10446,HUA,07:12:30,TAO,07:46:46,21028,,1
blue,00014,20446,HUA,07:19:45,TAO,07:54:01,21028,,1
blue,00014,30446,HUA,07:27:00,TAO,08:01:16,21028,,1
blue,00014,40446,HUA,07:34:15,TAO,08:08:31,21028,,1
blue,00014,50446,HUA,07:41:30,TAO,08:15:46,21028,,1
blue,00014,60646,HUA,07:48:45,TAO,08:23:01,21028,,1
blue,00014,70546,HUA,07:56:00,TAO,08:30:16,21028,,1
blue,00014,80546,HUA,08:03:15,TAO,08:37:31,21028,,1
blue,00014,90546,HUA,08:10:30,TAO,08:44:46,21028,,1
blue,00014,100546,HUA,08:17:45,TAO,08:52:01,21028,,1
blue,00014,10646,HUA,08:25:00,TAO,08:59:16,21028,,1
blue,00014,20646,HUA,08:32:15,TAO,09:06:31,21028,,1
blue,00014,30646,HUA,08:39:30,TAO,09:13:46,21028,,1
blue,00014,40646,HUA,08:46:45,TAO,09:21:01,21028,,1
blue,00014,50646,HUA,08:54:00,TAO,09:28:16,21028,,1
blue,00014,60846,HUA,09:01:15,TAO,09:35:31,21028,,1
blue,00014,70746,HUA,09:08:30,TAO,09:42:46,21028,,1
blue,00014,80746,HUA,09:15:45,TAO,09:50:01,21028,,1
blue,00014,90746,HUA,09:23:00,TAO,09:57:16,21028,,1
blue,00014,100746,HUA,09:30:15,TAO,10:04:31,21028,,1
blue,00014,10846,HUA,09:37:30,TAO,10:11:46,21028,,1
blue,00014,20846,HUA,09:44:45,TAO,10:19:01,21028,,1
blue,00014,30846,HUA,09:52:00,TAO,10:26:16,21028,,1
blue,00014,40846,HUA,09:59:15,TAO,10:33:31,21028,,1
blue,00014,50846,HUA,10:06:30,TAO,10:40:46,21028,,1
blue,00014,61046,HUA,10:13:45,TAO,10:48:01,21028,,1
blue,00014,70946,HUA,10:21:00,TAO,10:55:16,21028,,1
blue,00014,80946,HUA,10:28:15,TAO,11:02:31,21028,,1
blue,00014,90946,HUA,10:35:30,TAO,11:09:46,21028,,1
blue,00014,100946,HUA,10:42:45,TAO,11:17:01,21028,,1
blue,00014,11046,HUA,10:50:00,TAO,11:24:16,21028,,1
blue,00014,21046,HUA,10:57:15,TAO,11:31:31,21028,,1
blue,00014,31046,HUA,11:04:30,TAO,11:38:46,21028,,1
blue,00014,41046,HUA,11:11:45,TAO,11:46:01,21028,,1
blue,00014,51046,HUA,11:19:00,TAO,11:53:16,21028,,1
blue,00014,61246,HUA,11:26:15,TAO,12:00:31,21028,,1
blue,00014,71146,HUA,11:33:30,TAO,12:07:46,21028,,1
blue,00014,81146,HUA,11:40:45,TAO,12:15:01,21028,,1
blue,00014,91146,HUA,11:48:00,TAO,12:22:16,21028,,1
blue,00014,101146,HUA,11:55:15,TAO,12:29:31,21028,,1
blue,00014,11246,HUA,12:02:30,TAO,12:36:46,21028,,1
blue,00014,21246,HUA,12:09:45,TAO,12:44:01,21028,,1
blue,00014,31246,HUA,12:17:00,TAO,12:51:16,21028,,1
blue,00014,41246,HUA,12:24:15,TAO,12:58:31,21028,,1
blue,00014,51246,HUA,12:31:30,TAO,13:05:46,21028,,1
blue,00014,61446,HUA,12:38:45,TAO,13:13:01,21028,,1
blue,00014,71346,HUA,12:46:00,TAO,13:20:16,21028,,1
blue,00014,81346,HUA,12:53:15,TAO,13:27:31,21028,,1
blue,00014,91346,HUA,13:00:30,TAO,13:34:46,21028,,1
blue,00014,101346,HUA,13:07:45,TAO,13:42:01,21028,,1
blue,00014,11446,HUA,13:15:00,TAO,13:49:16,21028,,1
blue,00014,21446,HUA,13:22:15,TAO,13:56:31,21028,,1
blue,00014,31446,HUA,13:29:30,TAO,14:03:46,21028,,1
blue,00014,41446,HUA,13:36:45,TAO,14:11:01,21028,,1
blue,00014,51446,HUA,13:44:00,TAO,14:18:16,21028,,1
blue,00014,61646,HUA,13:51:15,TAO,14:25:31,21028,,1
blue,00014,71546,HUA,13:58:30,TAO,14:32:46,21028,,1
blue,00014,81546,HUA,14:05:45,TAO,14:40:01,21028,,1
blue,00014,91546,HUA,14:13:00,TAO,14:47:16,21028,,1
blue,00014,101546,HUA,14:20:15,TAO,14:54:31,21028,,1
blue,00014,11646,HUA,14:27:30,TAO,15:01:46,21028,,1
blue,00014,21646,HUA,14:34:45,TAO,15:09:01,21028,,1
blue,00014,31646,HUA,14:42:00,TAO,15:16:16,21028,,1
blue,00014,41646,HUA,14:49:15,TAO,15:23:31,21028,,1
blue,00014,51646,HUA,14:56:30,TAO,15:30:46,21028,,1
blue,00014,61846,HUA,15:03:45,TAO,15:38:01,21028,,1
blue,00014,71746,HUA,15:11:00,TAO,15:45:16,21028,,1
blue,00014,81746,HUA,15:18:15,TAO,15:52:31,21028,,1
blue,00014,91746,HUA,15:25:30,TAO,15:59:46,21028,,1
blue,00014,101746,HUA,15:32:45,TAO,16:07:01,21028,,1
blue,00014,11846,HUA,15:40:00,TAO,16:14:16,21028,,1
blue,00014,21846,HUA,15:47:15,TAO,16:21:31,21028,,1
blue,00014,31846,HUA,15:54:30,TAO,16:28:46,21028,,1
blue,00014,41846,HUA,16:01:45,TAO,16:36:01,21028,,1
blue,00014,51846,HUA,16:09:00,TAO,16:43:16,21028,,1
blue,00014,62046,HUA,16:16:15,TAO,16:50:31,21028,,1
blue,00014,71946,HUA,16:23:30,TAO,16:57:46,21028,,1
blue,00014,81946,HUA,16:30:45,TAO,17:05:01,21028,,1
blue,00014,91946,HUA,16:38:00,TAO,17:12:16,21028,,1
blue,00014,101946,HUA,16:45:15,TAO,17:19:31,21028,,1
blue,00014,12046,HUA,16:52:30,TAO,17:26:46,21028,,1
blue,00014,22046,HUA,16:59:45,TAO,17:34:01,21028,,1
blue,00014,32046,HUA,17:07:00,TAO,17:41:16,21028,,1
blue,00014,42046,HUA,17:14:15,TAO,17:48:31,21028,,1
blue,00014,52046,HUA,17:21:30,TAO,17:55:46,21028,,1
blue,00014,62246,HUA,17:28:45,TAO,18:03:01,21028,,1
blue,00014,72146,HUA,17:36:00,TAO,18:10:16,21028,,1
blue,00014,82146,HUA,17:43:15,TAO,18:17:31,21028,,1
blue,00014,92146,HUA,17:50:30,TAO,18:24:46,21028,,1
blue,00014,102146,HUA,17:57:45,TAO,18:32:01,21028,,1
blue,00014,12246,HUA,18:05:00,TAO,18:39:16,21028,,1
blue,00014,22246,HUA,18:12:15,TAO,18:46:31,21028,,1
blue,00014,32246,HUA,18:19:30,TAO,18:53:46,21028,,1
blue,00014,42246,HUA,18:26:45,TAO,19:01:01,21028,,1
blue,00014,52246,HUA,18:34:00,TAO,19:08:16,21028,,1
blue,00014,62446,HUA,18:41:15,TAO,19:15:31,21028,,1
blue,00014,72346,HUA,18:48:30,TAO,19:22:46,21028,,1
blue,00014,82346,HUA,18:55:45,TAO,19:30:01,21028,,1
blue,00014,92346,HUA,19:03:00,TAO,19:37:16,21028,,1
blue,00014,102346,HUA,19:10:15,TAO,19:44:31,21028,,1
blue,00014,12446,HUA,19:17:30,TAO,19:51:46,21028,,1
blue,00014,22446,HUA,19:24:45,TAO,19:59:01,21028,,1
blue,00014,32446,HUA,19:32:00,TAO,20:06:16,21028,,1
blue,00014,42446,HUA,19:39:15,TAO,20:13:31,21028,,1
blue,00014,52446,HUA,19:46:30,TAO,20:20:46,21028,,1
blue,00014,62646,HUA,19:53:45,TAO,20:28:01,21028,,1
blue,00014,72546,HUA,20:01:00,TAO,20:35:16,21028,,1
blue,00014,82546,HUA,20:08:15,TAO,20:42:31,21028,,1
blue,00014,92546,HUA,20:15:30,TAO,20:49:46,21028,,1
blue,00014,102546,HUA,20:22:45,TAO,20:57:01,21028,,1
blue,00014,12646,HUA,20:30:00,TAO,21:04:16,21028,,1
blue,00014,22646,HUA,20:37:15,TAO,21:11:31,21028,,1
blue,00014,32646,HUA,20:44:30,TAO,21:18:46,21028,,1
blue,00014,42646,HUA,20:51:45,TAO,21:26:01,21028,,1
blue,00014,52646,HUA,20:59:00,TAO,21:33:16,21028,,1
blue,00014,62846,HUA,21:06:15,TAO,21:40:31,21028,,1
blue,00014,72746,HUA,21:13:30,TAO,21:47:46,21028,,1
blue,00014,82746,HUA,21:20:45,TAO,21:55:01,21028,,1
blue,00014,92746,HUA,21:28:00,TAO,22:02:16,21028,,1
blue,00014,102746,HUA,21:35:15,TAO,22:09:31,21028,,1
blue,00014,12846,HUA,21:42:30,TAO,22:16:46,21028,,1
blue,00014,22846,HUA,21:49:45,TAO,22:24:01,21028,,1
blue,00014,32846,HUA,21:57:00,TAO,22:31:16,21028,,1
blue,00014,42846,HUA,22:04:15,TAO,22:38:31,21028,,1
blue,00014,52846,HUA,22:11:30,TAO,22:45:46,21028,,1
blue,00014,63046,HUA,22:18:45,TAO,22:53:01,21028,,1
blue,00014,72946,HUA,22:26:00,TAO,23:00:16,21028,,1
blue,00014,82946,HUA,22:33:15,TAO,23:07:31,21028,,1
blue,00014,92946,HUA,22:40:30,TAO,23:14:46,21028,,1
blue,00014,102946,HUA,22:47:45,TAO,23:22:01,21028,,1
blue,00014,13046,HUA,22:55:00,TAO,23:29:16,21028,,1
blue,00014,23046,HUA,23:02:15,TAO,23:36:31,21028,,1
blue,00014,33046,HUA,23:09:30,TAO,23:43:46,21028,,1
blue,00014,43046,HUA,23:16:45,TAO,23:51:01,21028,,1
blue,00014,53046,HUA,23:24:00,TAO,23:58:16,21028,,1
blue,00014,63246,HUA,23:31:15,TAO,00:05:31,21028,,1
blue,00014,73192,HUA,23:38:30,DEP,23:56:59,10649,,1
blue,00014,83192,HUA,23:45:45,DEP,00:04:14,10649,,1
blue,00014,93192,HUA,23:53:00,DEP,00:11:29,10649,,1
blue,00014,103192,HUA,00:00:15,DEP,00:18:44,10649,,1
blue,00014,13292,HUA,00:07:30,DEP,00:25:59,10649,,1
