no,x,y
1,27.884,446.813
2,27.884,446.7331111
3,27.884,446.6532222
4,27.884,446.5733333
5,27.884,446.4934444
6,27.884,446.4135556
7,27.884,446.3336667
8,27.884,446.2537778
9,27.884,446.1738889
10,27.884,446.094
11,27.884,446.0141111
12,27.884,445.9342222
13,27.884,445.8543333
14,27.884,445.7744444
15,27.884,445.6945556
16,27.884,445.6146667
17,27.884,445.5347778
18,27.884,445.4548889
19,27.884,445.375
20,27.884,445.2951111
21,27.884,445.2152222
22,27.884,445.1353333
23,27.884,445.0554444
24,27.884,444.9755556
25,27.884,444.8956667
26,27.884,444.8157778
27,27.884,444.7358889
28,27.884,444.656
29,27.884,444.5761111
30,27.884,444.4962222
31,27.884,444.4163333
32,27.884,444.3364444
33,27.884,444.2565556
34,27.884,444.1766667
35,27.884,444.0967778
36,27.884,444.0168889
37,27.884,443.937
38,27.884,443.8571111
39,27.884,443.7772222
40,27.884,443.6973333
41,27.884,443.6174444
42,27.884,443.5375556
43,27.884,443.4576667
44,27.884,443.3777778
45,27.884,443.2978889
46,27.884,443.218
47,27.884,443.1381111
48,27.884,443.0582222
49,27.884,442.9783333
50,27.884,442.8984444
51,27.884,442.8185556
52,27.884,442.7386667
53,27.884,442.6587778
54,27.884,442.5788889
55,27.884,442.499
56,27.884,442.4191111
57,27.884,442.3392222
58,27.884,442.2593333
59,27.884,442.1794444
60,27.884,442.0995556
61,27.884,442.0196667
62,27.884,441.9397778
63,27.884,441.8598889
64,27.884,441.78
65,27.884,441.7001111
66,27.884,441.6202222
67,27.884,441.5403333
68,27.884,441.4604444
69,27.884,441.3805556
70,27.884,441.3006667
71,27.884,441.2207778
72,27.884,441.1408889
73,27.884,441.061
74,27.884,440.9811111
75,27.884,440.9012222
76,27.884,440.8213333
77,27.884,440.7414444
78,27.884,440.6615556
79,27.884,440.5816667
80,27.884,440.5017778
81,27.884,440.4218889
82,27.884,440.342
83,27.884,440.2621111
84,27.884,440.1822222
85,27.884,440.1023333
86,27.884,440.0224444
87,27.884,439.9425556
88,27.884,439.8626667
89,27.884,439.7827778
90,27.884,439.7028889
91,27.884,439.623
92,27.884,439.5431111
93,27.884,439.4632222
94,27.884,439.3833333
95,27.884,439.3034444
96,27.884,439.2235556
97,27.884,439.1436667
98,27.884,439.0637778
99,27.884,438.9838889
100,27.884,438.904
101,27.884,438.8241111
102,27.884,438.7442222
103,27.884,438.6643333
104,27.884,438.5844444
105,27.884,438.5045556
106,27.884,438.4246667
107,27.884,438.3447778
108,27.884,438.2648889
109,27.884,438.185
110,27.884,438.1051111
111,27.884,438.0252222
112,27.884,437.9453333
113,27.884,437.8654444
114,27.884,437.7855556
115,27.884,437.7056667
116,27.884,437.6257778
117,27.884,437.5458889
118,27.884,437.466
119,27.884,437.3861111
120,27.884,437.3062222
121,27.884,437.2263333
122,27.884,437.1464444
123,27.884,437.0665556
124,27.884,436.9866667
125,27.884,436.9067778
126,27.884,436.8268889
